_id,FID,DISPFACREG,FNAME,ONAME,FADDR,FMOO,FSOI,FROAD,FTUMNAME,FAMPNAME,FPROVNAME,OBJECT,STATUS,LAT,LNG,Last_update
69,730200225342,ศ3-15(1)-2/34นฐ,บริษัท เบทาโกร จำกัด (มหาชน),บริษัท เบทาโกร จำกัด (มหาชน),19/2,6,NULL,มาลัยแมน,วังตะกู,เมืองนครปฐม,นครปฐม,ผลิตอาหารสัตว์,ดำเนินกิจการ,13.8494333333333,100.013616666667,2023-04-18 21:00:05.000
70,10730001725340,3-58(1)-17/34นฐ,บริษัท กาญจนา คอนกรีต จำกัด,บริษัท กาญจนา คอนกรีต จำกัด,1,-,-,ราชมรรคา,ห้วยจรเข้,เมืองนครปฐม,นครปฐม,ทำคอนกรีตผสมเสร็จ,ดำเนินกิจการ,13.8081833333333,100.062383333333,2023-04-18 21:00:05.000
71,10730100125228,3-18-1/22นฐ,บริษัท ประมวลผล จำกัด,บริษัท ประมวลผล จำกัด,56,2,-,สุขาภิบาล,นครชัยศรี,นครชัยศรี,นครปฐม,ผลิตสุราผลไม้ สุราพิเศษ บรั่นดี วิสกี้ และสุราผสม,ดำเนินกิจการ,13.7960333333333,100.190733333333,2023-04-18 21:00:05.000
72,10730400125225,3-47(3)-1/22นฐ,บริษัท สีมาเจริญ จำกัด,บริษัท สีมาเจริญ จำกัด,1,4,NULL,NULL,สัมปทวน,นครชัยศรี,นครปฐม,ผลิตเครื่องสำอาง เช่น แป้งน้ำ ครีม,ดำเนินกิจการ,13.8170666666667,100.19095,2023-04-18 21:00:05.000
73,10730900125253,3-60-1/25นฐ,บริษัท วงศ์ตระกูลโลหะกิจ จำกัด,บริษัท วงศ์ตระกูลโลหะกิจ จำกัด,19/3,4,-,แคแถว,ขุนแก้ว,นครชัยศรี,นครปฐม,หลอมตะกั่วจากแบตเตอรี่เก่า,ดำเนินกิจการ,13.7477,100.18245,2023-04-18 21:00:05.000
74,10730000325241,3-9(1)-3/24นฐ,บริษัท โรงสีนิวไทยรุ่ง จำกัด,บริษัท โรงสีนิวไทยรุ่ง จำกัด,144,4,NULL,เพชรเกษม,ธรรมศาลา,เมืองนครปฐม,นครปฐม,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 40 เกวียน/วัน,หยุดชั่วคราว,13.81435,100.101883333333,2023-04-18 21:00:05.000
75,10720000925132,3-9(1)-9/13สพ,โรงสีพูนสินไทย,ห้างหุ้นส่วนจำกัด โรงสีพูนสินไทย,1104,6,NULL,ท้าวอู่ทอง,อู่ทอง,อู่ทอง,สุพรรณบุรี,สีข้าวชนิดแยกแกลบแยกรำ (กำลังสีสูงสุดของร้านสีข้าว 50 เกวียน/วัน),ดำเนินกิจการ,14.37413,99.90147,2023-04-18 21:00:05.000
76,20720100125367,จ3-9(6)-1/36สพ,พูนสินชัย,นายบรรเทา ทิพย์ปราณี,2,6,NULL,ด่านช้าง-หนองปรือ,หนองขาม,หนองหญ้าไซ,สุพรรณบุรี,ทำมันเส้น,ดำเนินกิจการ,14.75737,99.71183,2023-04-18 21:00:05.000
77,10730600125272,3-65-1/27นฐ,ห้างหุ้นส่วนจำกัด เจียมโชติวัฒน์นครปฐม,ห้างหุ้นส่วนจำกัด เจียมโชติวัฒน์นครปฐม,149,5,NULL,เพชรเกษม,ธรรมศาลา,เมืองนครปฐม,นครปฐม,กลึง-เชื่อมโลหะ และซ่อมเครื่องยนต์,ดำเนินกิจการ,13.8128166666667,100.10425,2023-04-18 21:00:05.000
78,10730000325290,3-95(1)-3/29นฐ,อู่สหยนต์,นายวัชรพล ก.ศรีสุวรรณ,153,2,NULL,เพชรเกษม,ลำพยา,เมืองนครปฐม,นครปฐม,ซ่อมรถยนต์ และอุปกรณ์ของเครื่องยนต์,ดำเนินกิจการ,13.8043166666667,100.028,2023-04-18 21:00:05.000
79,10730000325142,3-14-3/14นฐ,บริษัท วรภัทร จำกัด,บริษัท วรภัทร จำกัด,210,2,NULL,เพชรเกษม,หนองดินแดง,เมืองนครปฐม,นครปฐม,ผลิตน้ำแข็งได้วันละ 907 ซอง,ดำเนินกิจการ,13.8005,99.9924333333333,2023-04-18 21:00:05.000
80,10730000125302,3-7(4)-1/30นฐ,บริษัท น้ำมันพืชไทย จำกัด (มหาชน),บริษัท น้ำมันพืชไทย จำกัด (มหาชน),101/2,1,NULL,สาย 7,ขุนแก้ว,นครชัยศรี,นครปฐม,ผลิตน้ำมันพืช,ดำเนินกิจการ,13.7848666666667,100.2037,2023-04-18 21:00:05.000
81,10730100125194,3-89-1/19นฐ,บริษัท แมสเซอร์ สเปเชียลตี้ ก๊าซ จำกัด,บริษัท แมสเซอร์ สเปเชียลตี้ ก๊าซ จำกัด,142,2,NULL,เพชรเกษม,สระกะเทียม,เมืองนครปฐม,นครปฐม,ผลิตก๊าซอ๊อกซิเจน ไนโตรเจน อาร์กอน,ดำเนินกิจการ,13.7964666666667,99.9634666666667,2023-04-18 21:00:05.000
82,10730800125213,3-89-1/21นฐ,บริษัท วัฒนกุลอ๊อกซิเย่น จำกัด,บริษัท วัฒนกุลอ๊อกซิเย่น จำกัด,87,8,NULL,เพชรเกษม,ลำพยา,เมืองนครปฐม,นครปฐม,ผลิตก๊าซอ๊อกซิเจน,ดำเนินกิจการ,13.8025166666667,100.00055,2023-04-18 21:00:05.000
83,10730000425249,3-95(1)-4/24นฐ,ห้างหุ้นส่วนจำกัด ตั้งเซียฮวด (1985),ห้างหุ้นส่วนจำกัด ตั้งเซียฮวด (1985),76,1,NULL,เพชรเกษม,สระกะเทียม,เมืองนครปฐม,นครปฐม,ซ่อมรถยนต์,ดำเนินกิจการ,13.7970333333333,99.9688666666667,2023-04-18 21:00:05.000
84,10731000125326,3-64(12)-1/32นฐ,บริษัท อรุณศิลป์พัฒนา จำกัด,บริษัท อรุณศิลป์พัฒนา จำกัด,1164,NULL,-,เพชรเกษม,สนามจันทร์,เมืองนครปฐม,นครปฐม,ตัดและพับเหล็กแผ่นสำหรับใช้ในการก่อสร้าง,ดำเนินกิจการ,13.8063129487104,100.044088054396,2023-04-18 21:00:05.000
85,20730300525373,จ3-60-5/37นฐ,บริษัท ช.ปฏิมากรรม อินดัสตรี จำกัด,บริษัท ช.ปฏิมากรรม อินดัสตรี จำกัด,30/3,6,NULL,NULL,วังเย็น,เมืองนครปฐม,นครปฐม,หล่อพระพุทธรูป และรูปเหมือนด้วยทองเหลือง,ดำเนินกิจการ,13.77045,100.011733333333,2023-04-18 21:00:05.000
86,20730700125352,จ3-53(4)-1/35นฐ,ห้างหุ้นส่วนจำกัด พี เอ็น เค พลาสติก,ห้างหุ้นส่วนจำกัด พี เอ็น เค พลาสติก,3,3,NULL,NULL,พระประโทน,เมืองนครปฐม,นครปฐม,ผลิตถุงพลาสติก ผลิตเม็ดพลาสติก,ดำเนินกิจการ,13.8089,100.092616666667,2023-04-18 21:00:05.000
87,10730300625332,3-95(1)-6/33นฐ,อู่ วัฒนกิจ,นายสุรศักดิ์ ปฐมวัฒนศักดิ์,73,9,NULL,เพชรเกษม,พระประโทน,เมืองนครปฐม,นครปฐม,ซ่อมและเคาะพ่นสีรถยนต์,ดำเนินกิจการ,13.8164666666667,100.087733333333,2023-04-18 21:00:05.000
88,10730100225341,3-22(3)-2/34นฐ,บริษัท เอส แอนด์ ซี ดายอิ้ง จำกัด,บริษัท เอส แอนด์ ซี ดายอิ้ง จำกัด,28/1,8,NULL,มาลัยแมน,วังตะกู,เมืองนครปฐม,นครปฐม,ฟอกย้อมด้าย,ดำเนินกิจการ,13.8280837902463,100.035940234032,2023-04-18 21:00:05.000
89,10730000125146,3-14-1/14นฐ,บริษัท โรงน้ำแข็งธรรมศาลา จำกัด,บริษัท โรงน้ำแข็งธรรมศาลา จำกัด,108-109,1,-,เพชรเกษม,ธรรมศาลา,เมืองนครปฐม,นครปฐม,"ทำน้ำแข็งซองได้วันละ 1,985.80 ซอง และทำน้ำแข็งก้อนเล็กได้วันละ 30 ตัน",ดำเนินกิจการ,13.8116666666667,100.122916666667,2023-04-18 21:00:05.000
